Class,ax_Max,ay_Max,az_Max,gx_Max,gy_Max,gz_Max,ax_Min,ay_Min,az_Min,gx_Min,gy_Min,gz_Min,ax_Mean,ay_Mean,az_Mean,gx_Mean,gy_Mean,gz_Mean,ax_Median,ay_Median,az_Median,gx_Median,gy_Median,gz_Median,ax_SD,ay_SD,az_SD,gx_SD,gy_SD,gz_SD,ax_Variance,ay_Variance,az_Variance,gx_Variance,gy_Variance,gz_Variance,ax_Skewness,ay_Skewness,az_Skewness,gx_Skewness,gy_Skewness,gz_Skewness,ax_Kurtosis,ay_Kurtosis,az_Kurtosis,gx_Kurtosis,gy_Kurtosis,gz_Kurtosis,ax_CV,ay_CV,az_CV,gx_CV,gy_CV,gz_CV
Move,2.1308396,-6.694188,-8.3150625,0.07898882,0.058006737,0.046482854,1.5035586,-7.067683,-8.676587,-0.09687641,-0.056705363,-0.058103677,1.795245515,-6.853770346,-8.540215801,-0.001641045,0.006326065,0.002507566,1.7908629,-6.8450227,-8.544906,-0.0002175,0.004247934,0.002783,0.113848604,0.054222424,0.066765224,0.021287923,0.019400533,0.01470723,0.012961505,0.002940071,0.004457595,0.000453176,0.000376381,0.000216303,0.529226429,-0.408680451,0.366091371,-0.501801487,0.163855033,-0.652600006,-0.156168269,0.240437368,-0.488673158,2.267361548,0.155041904,3.41447774,0.063416732,-0.007911328,-0.007817744,-12.97217755,3.066761676,5.865142829
Move,1.8602947,-6.7324953,-8.461109,0.061135836,0.044950075,0.01943691,1.532289,-6.897695,-8.7292595,-0.035323583,-0.0624343,-0.013204751,1.714467659,-6.825297011,-8.579248784,-0.001212183,0.0037878,0.000582319,1.7190368,-6.825869,-8.578424,-0.001882542,0.004581014,0.000518,0.063252689,0.021911357,0.037589514,0.011035804,0.014767097,0.004435127,0.004000903,0.000480108,0.001412972,0.000121789,0.000218067,1.97E-05,-0.27795142,0.172405753,-0.119271275,0.801386384,-0.850140229,0.155374481,-0.268205046,0.355379543,0.764775037,3.476325028,2.553079549,1.082705857,0.036893486,-0.003210315,-0.004381446,-9.104071889,3.898595025,7.616312544
Move,-0.02633622,-7.40766,-6.4882865,0.048889127,0.08810521,0.02058101,-0.45489833,-7.639898,-6.7612257,-0.051833685,-0.091224045,-0.024984073,-0.189620774,-7.53738533,-6.630219951,-0.002708383,-0.00335509,-9.65E-05,-0.17956513,-7.539341,-6.6271505,-0.002271672,-0.004357273,0.000863,0.111901327,0.037687261,0.047676988,0.015711933,0.03217742,0.008893748,0.012521907,0.00142033,0.002273095,0.000246865,0.001035386,7.91E-05,-0.644803418,0.470207949,-0.110850051,-0.133622219,0.236091921,-0.285161268,-0.50029706,0.402774683,-0.159795401,0.423226085,0.134453667,-0.069279706,-0.590132215,-0.005000044,-0.007190861,-5.80122209,-9.590626642,-92.18011753
Move,0.39743748,-7.2424603,-6.4787097,0.078999385,0.05746202,0.014985297,0.1436521,-7.524976,-6.8569937,-0.07528238,-0.053386368,-0.023651762,0.276316078,-7.363634441,-6.641031724,-0.002229031,-2.26E-05,-0.00062436,0.2801216,-7.3669586,-6.64391,-0.002538127,-0.000627,-0.000203,0.041044054,0.038097828,0.046018785,0.01658911,0.013949467,0.005550459,0.001684614,0.001451445,0.002117729,0.000275199,0.000194588,3.08E-05,-0.351523551,-0.104864155,0.219408365,0.195922189,0.625178456,-0.994300674,0.253620445,1.410148157,3.091875608,4.452421092,3.422782781,2.417399781,0.14854023,-0.00517378,-0.006929463,-7.442296987,-616.8002157,-8.889832748
Move,0.80205756,-7.3310456,-6.4763155,0.056083616,0.04786937,0.06055038,0.2633622,-7.615956,-6.6846113,-0.047303822,-0.05764977,-0.028181624,0.451254095,-7.478956761,-6.561279379,-0.00190367,-0.002727632,0.001305944,0.44771573,-7.48188,-6.5625067,-0.002005209,-0.002225575,0.000863,0.059573232,0.041591913,0.036942291,0.013757114,0.012859861,0.010641564,0.00354897,0.001729887,0.001364733,0.000189258,0.000165376,0.000113243,1.609655142,0.547711135,-0.226758479,0.313889074,-0.452532958,2.166710751,8.930976512,1.278474711,0.205472138,0.969994932,3.693603102,10.71723664,0.132017045,-0.005561192,-0.005630349,-7.226628067,-4.714660848,8.148558078
Move,0.6607997,-7.326257,-6.411672,0.071005516,0.08384181,0.02697611,0.4309563,-7.615956,-6.813898,-0.038244102,-0.06511072,-0.028714547,0.539688351,-7.445500961,-6.627281413,-0.001114663,-0.003051312,0.000537134,0.545878,-7.445967,-6.631939,-0.001472284,-0.003024961,0.00033,0.039955515,0.030565917,0.036361109,0.012202919,0.01379839,0.005865737,0.001596443,0.000934275,0.00132213,0.000148911,0.000190396,3.44E-05,-0.378947616,-0.744908248,0.764935107,0.82257032,0.844274876,-0.281936114,-0.3191878,3.795578792,6.997032097,5.398733638,7.930732825,4.910393308,0.074034421,-0.004105287,-0.00548658,-10.94762946,-4.522117946,10.9204323
Move,0.7134721,-7.33344,-6.5122285,0.04382634,0.05746202,0.038167533,0.2896984,-7.606379,-6.7372837,-0.068620816,-0.07816738,-0.02231945,0.486980626,-7.465511434,-6.625144252,-0.000878212,0.001549789,0.000841182,0.49559975,-7.467515,-6.6295447,-0.001205814,0.003103676,0.00033,0.092503595,0.041798802,0.044076575,0.015760397,0.021172055,0.009647087,0.008556915,0.00174714,0.001942744,0.00024839,0.000448256,9.31E-05,-0.175007306,0.384347741,0.185230908,-0.07908707,-0.905146444,0.633306269,-0.438141725,0.74303788,-0.197286304,1.15377821,2.615603253,1.362809152,0.189953338,-0.00559892,-0.006652923,-17.94599758,13.66124772,11.46848726
Move,-0.023942016,-7.2592196,-6.4643445,0.2785798,0.06678821,0.038167533,-0.4261679,-7.6470804,-6.9120603,-0.097665235,-0.21566202,-0.029780399,-0.152341794,-7.429931105,-6.723644315,-0.000994613,-0.002588513,-0.002361131,-0.15322891,-7.433996,-6.71813,-0.00413691,-0.000627,-0.002334763,0.051303984,0.044959654,0.051654621,0.030368991,0.021805446,0.010737864,0.002632099,0.00202137,0.0026682,0.000922276,0.000475477,0.000115302,-0.713620612,0.504385678,0.105334729,4.85535851,-4.990704309,0.168544286,2.947373707,3.194071335,2.158248666,40.13970563,41.44224793,0.322025133,-0.336768938,-0.006051154,-0.007682533,-30.53348829,-8.423927412,-4.547762034
Move,0.18914193,-7.398083,-6.540959,0.038497094,0.04147427,0.011521285,0.004788403,-7.577648,-6.849811,-0.0361124,-0.02434196,-0.014858499,0.102411348,-7.478724897,-6.725670563,-0.002312622,-0.002323167,0.000467004,0.10295067,-7.479486,-6.727707,-0.003337522,-0.002758499,0.000596,0.026410058,0.027068313,0.033281978,0.011075959,0.007779138,0.003441484,0.000697491,0.000732694,0.00110769,0.000122677,6.05E-05,1.18E-05,-0.035421437,0.060501339,0.47508296,0.440452428,1.226216789,-0.536599526,0.584083975,0.280491024,3.630627814,0.420506654,4.853083681,1.306007069,0.257882143,-0.003619375,-0.0049485,-4.789350335,-3.348505962,7.369275005
Move,0.8690952,-6.3470287,-7.716512,0.093181014,0.024152987,0.012089587,0.6560113,-6.9264255,-8.159439,-0.12718347,-0.04619311,-0.008960949,0.759309721,-6.646802978,-7.933565346,-0.000784876,-0.001952487,0.001090276,0.7517793,-6.6726403,-7.9128366,0.00471547,-0.000362,0.001164625,0.045692205,0.114458052,0.095882845,0.043299445,0.012037151,0.003505456,0.002087778,0.013100646,0.00919352,0.001874842,0.000144893,1.23E-05,0.25367203,0.752021281,-0.508931365,-0.414177546,-0.627309351,0.499946264,-0.608665336,-0.104685074,-0.510260493,-0.137225203,0.644985521,0.15909701,0.060175979,-0.017220016,-0.012085719,-55.1672466,-6.165036608,3.215200205
Move,0.866701,-6.2249246,-7.8529816,0.10730352,0.06625406,0.01661945,0.6536171,-6.619968,-8.183381,-0.07042695,-0.06671072,-0.012424962,0.756353517,-6.452091241,-8.004277435,0.00155214,-0.004827477,0.003816341,0.7589619,-6.4547677,-7.9990277,5.26E-05,-0.005424349,0.003829249,0.043160015,0.103381449,0.084544365,0.035278835,0.020989588,0.003960375,0.001862787,0.010687724,0.00714775,0.001244596,0.000440563,1.57E-05,0.215514527,0.370191899,-0.266774298,0.241151078,0.038706367,-0.092124029,-0.22351564,-0.755982991,-0.963449,-0.37975845,1.16485818,1.659194268,0.057063284,-0.016022937,-0.010562398,22.72915835,-4.347941459,1.037741299
Move,1.2354081,-6.5577183,-7.513005,0.06733415,0.054529708,0.011290199,0.9672575,-6.9503675,-7.836222,-0.09813904,-0.0491242,-0.007628636,1.112789682,-6.766074553,-7.668693542,-0.005280515,-0.008389656,0.004112817,1.1300632,-6.813898,-7.630321,-0.005676563,-0.012618837,0.004095712,0.073816701,0.106345103,0.104075407,0.02668275,0.017037376,0.002892683,0.005448905,0.011309281,0.01083169,0.000711969,0.000290272,8.37E-06,-0.275971802,0.18586332,-0.185033753,-0.234596626,0.828783752,-0.387852097,-1.266526746,-1.450912355,-1.617266427,1.19835583,0.432761162,0.886457765,0.066334818,-0.0157174,-0.013571465,-5.053057949,-2.030759846,0.703333713
Move,0.6560113,-6.217742,-7.9152308,0.0747951,0.058526643,0.015820062,0.4141969,-6.5146227,-8.130709,-0.069094636,-0.044594336,-0.02947856,0.540961056,-6.375131579,-8.015331089,-0.005047153,-0.007993895,0.003784645,0.545878,-6.385336,-8.008605,-0.005943033,-0.006756661,0.003829249,0.04906126,0.072539091,0.054684074,0.028367831,0.014085048,0.00432673,0.002407007,0.00526192,0.002990348,0.000804734,0.000198389,1.87E-05,-0.424324465,0.361596949,-0.306183763,0.117564077,-0.407474652,-2.619283633,-0.069039522,-0.701097352,-0.949358038,0.411760074,1.65737757,17.83134889,0.090692776,-0.011378446,-0.006822435,-5.620560977,-1.761975642,1.143232825
Move,1.1899183,-6.4787097,-7.4866686,0.041220825,0.04387121,0.020349924,0.6368576,-6.9407907,-7.8984714,-0.07095987,-0.07044119,-0.008960949,1.00193058,-6.708986611,-7.693137109,-0.01197518,-0.005206691,0.003208804,1.0749966,-6.7121446,-7.690176,-0.015535678,-0.006090505,0.003829249,0.163411513,0.154305512,0.132515716,0.020700423,0.024168331,0.005748897,0.026703323,0.023810191,0.017560415,0.000428507,0.000584108,3.30E-05,-1.014143635,0.003282475,0.003482359,0.238941077,-0.233550283,0.148466207,-0.435685282,-1.671769939,-1.625588706,-0.120711758,-0.223505455,-0.411453537,0.163096642,-0.022999824,-0.017225186,-1.728610585,-4.641782833,1.791601204
Move,0.6919243,-7.9631147,-5.98311,0.1344827,0.10275942,0.046463247,0.4333505,-8.367735,-6.4523735,-0.074157424,-0.18502006,-0.023882847,0.556392316,-8.148347893,-6.241613347,4.59E-05,-0.003808745,0.001348338,0.5674258,-8.147469,-6.2464724,-0.001679632,-9.51E-05,0.000365,0.063577168,0.056634231,0.085064341,0.027936079,0.033086362,0.009946558,0.004042056,0.003207436,0.007235942,0.000780425,0.001094707,9.89E-05,-0.118693056,-0.302018958,0.337580539,1.048890997,-1.556108438,0.990736909,-1.113189787,0.809930047,0.309295957,2.98937524,7.216216432,2.555998095,0.114266797,-0.006950394,-0.013628582,608.2795931,-8.686945064,7.376903636
Move,0.7326257,-8.054094,-5.719748,0.15153629,0.13739954,0.110147774,0.4261679,-8.449138,-6.26802,-0.12531823,-0.299066,-0.050262634,0.587615226,-8.274020696,-6.025761964,-0.002725282,-0.008757375,0.003965563,0.59615624,-8.269572,-6.030994,-0.00434425,-0.004891424,0.0027634,0.051648473,0.048277144,0.061525368,0.029863655,0.039475499,0.016983913,0.002667565,0.002330683,0.003785371,0.000891838,0.001558315,0.000288453,-0.470009443,-0.280846301,0.926575111,0.749705976,-2.683067141,2.203087597,0.379194916,2.429077534,4.413137494,6.656639942,18.17617472,11.98456399,0.087895056,-0.005834786,-0.010210388,-10.95800508,-4.507686404,4.282850218
Move,0.6895301,-8.137892,-5.801151,0.085986525,0.09876248,0.06058576,0.39025488,-8.408437,-6.0597243,-0.069094636,-0.16157135,-0.03054441,0.571100278,-8.317466733,-5.916543665,-0.005749211,-0.00480756,0.002793963,0.5650316,-8.319851,-5.9184666,-0.007541808,-0.002759724,0.00169755,0.050157676,0.041857028,0.045492118,0.023954692,0.032137424,0.01291216,0.002515792,0.001752011,0.002069533,0.000573827,0.001032814,0.000166724,-0.087936146,0.71428465,-0.117827391,1.044630572,-1.687840929,1.499244137,0.868639917,1.428468175,-0.32829302,3.279738193,7.36107574,5.147597542,0.08782639,-0.005032425,-0.007688969,-4.166605371,-6.684768897,4.621450277
Move,0.49559975,-7.785944,-6.0621185,0.14407535,0.054529708,0.042999234,0.16759412,-8.154651,-6.6247563,-0.13890782,-0.0803003,-0.040137056,0.36750744,-7.969279244,-6.364307269,0.00318121,-0.012393886,0.00469455,0.37349546,-7.966706,-6.3709707,0.001251456,-0.011020062,0.004628637,0.061976638,0.07304157,0.096553598,0.038503677,0.019720054,0.01277489,0.003841104,0.005335071,0.009322597,0.001482533,0.000388881,0.000163198,-0.541601646,-0.325568716,0.564418379,0.276042318,-0.111385731,-0.042215589,0.175397773,-0.203202242,0.268413037,1.337971657,0.427716195,0.411496972,0.168640499,-0.009165392,-0.015171109,12.10347022,-1.591111504,2.721217125
Move,0.58897364,-7.8912888,-6.007052,0.199766,0.17283905,0.052591886,0.29927522,-8.2169,-6.6271505,-0.26521102,-0.1058807,-0.036406584,0.419133989,-8.078613677,-6.218213256,-0.004071616,-0.010562306,0.004888644,0.4165911,-8.085219,-6.2129536,-0.00247902,-0.009954211,0.004362175,0.034227761,0.040304798,0.058974979,0.037273828,0.022407287,0.008500404,0.00117154,0.001624477,0.003478048,0.001389338,0.000502087,7.23E-05,1.177295118,1.189067482,-2.27353567,-1.258157491,2.187849573,0.477702375,4.196865368,3.787194432,12.81287849,15.34175465,23.23902234,8.62432128,0.081663054,-0.004989074,-0.009484232,-9.154553695,-2.121439041,1.73880602
